linker,family,smiles,yield,purity,reproducibility
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.22,0.47,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.5,0.63,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.47,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.56,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.2,0.73,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.79,0.9,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.64,0.74,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.64,0.54,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.62,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.52,0.56,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.36,0.52,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.39,0.56,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.48,0.5,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.71,0.86,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.36,0.75,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.77,0.55,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.48,0.61,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.31,0.47,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.35,0.64,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.48,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.22,0.5,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.32,0.65,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.48,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.53,0.63,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.22,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.56,0.73,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.69,0.67,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.68,0.55,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.6,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.43,0.25
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.64,0.57,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.36,0.64,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.43,0.48,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.56,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.54,0.72,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.81,0.57,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.32,0.61,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.4,0.5,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.24,0.63,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.44,0.45,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0,0.42,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.42,0.66,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.44,0.49,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.43,0.67,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.28,0.65,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.94,0.93,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.71,0.85,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.44,0.56,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.64,0.69,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.47,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.53,0.52,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.18,0.64,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.34,0.46,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.35,0.66,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.71,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.7,0.58,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.38,0.64,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.31,0.57,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.26,0.6,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.21,0.51,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.16,0.44,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.68,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.38,0.55,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.43,0.7,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.23,0.69,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.75,0.59,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.55,0.68,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.53,0.62,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.59,0.64,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.56,0.57,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.51,0.5,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.32,0.67,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.2,0.4,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.49,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.49,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.58,0.69,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.28,0.6,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.19,0.49,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.24,0.54,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.17,0.44,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0,0.42,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.29,0.68,0.25
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.5,0.49,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.38,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.2,0.62,0.25
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.5,0.76,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.6,0.59,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.54,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.53,0.55,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.36,0.46,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.53,0.45,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.2,0.62,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.23,0.41,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.57,0.63,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.41,0.62,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.51,0.73,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.19,0.58,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.35,0.63,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.21,0.54,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.23,0.52,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.12,0.35,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.42,0.71,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.41,0.49,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.41,0.63,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.27,0.55,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.65,0.72,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.45,0.63,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.5,0.66,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.48,0.55,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.48,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.49,0.44,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.17,0.7,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.25,0.33,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.47,0.59,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.46,0.6,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.36,0.6,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.37,0.47,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.17,0.55,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.14,0.44,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.18,0.41,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.14,0.35,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.29,0.69,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.31,0.36,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.34,0.54,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.27,0.52,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.59,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.49,0.5,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.43,0.6,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.42,0.48,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.44,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.57,0.4,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.19,0.64,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.18,0.55,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.35,0.58,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.49,0.76,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.57,0.75,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.24,0.7,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.25,0.56,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.16,0.68,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.15,0.69,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.11,0.5,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.55,0.71,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.5,0.58,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.37,0.62,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.25,0.73,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.62,0.72,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.64,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.46,0.69,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.38,0.71,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.35,0.68,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.41,0.6,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.26,0.6,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.32,0.58,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.65,0.61,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.51,0.77,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.58,0.76,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.35,0.72,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.56,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.62,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.11,0.64,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.13,0.49,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.45,0.7,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.48,0.61,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.4,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.39,0.73,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.72,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.53,0.76,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.5,0.59,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.36,0.65,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.51,0.67,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.38,0.55,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.25,0.6,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.53,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0,0.57,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.59,0.8,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.53,0.75,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.37,0.65,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.29,0.54,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.19,0.67,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.28,0.56,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.17,0.49,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.51,0.64,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.5,0.61,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.58,0.63,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.34,0.73,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.57,0.75,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.56,0.76,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.59,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.45,0.71,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.42,0.64,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.44,0.55,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.22,0.57,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.45,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.62,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.35,0.75,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.66,0.7,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.38,0.62,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.37,0.55,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.26,0.64,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.25,0.48,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.13,0.46,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.34,0.61,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.63,0.54,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.5,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.39,0.74,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.67,0.75,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.61,0.74,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.33,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.54,0.67,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.51,0.56,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.49,0.53,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.27,0.55,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.43,0.5,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.71,0.49,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.56,0.77,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.69,0.76,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.57,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.54,0.49,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.3,0.64,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.29,0.51,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.21,0.49,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.55,0.67,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.62,0.54,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.54,0.63,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.25,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.75,0.89,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.63,0.67,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.7,0.75,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.6,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.68,0.5,0.25
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.47,0.55,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.18,0.62,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.39,0.48,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.65,0.65,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.68,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.47,0.76,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.42,0.62,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.38,0.49,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.29,0.63,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.35,0.44,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.21,0.44,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.37,0.65,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.72,0.73,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.54,0.68,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.26,0.64,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.56,0.78,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.6,0.68,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.36,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.6,0.69,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.66,0.54,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.51,0.51,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.16,0.63,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.28,0.46,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.48,0.67,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.71,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.66,0.77,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.46,0.64,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.54,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.24,0.6,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.39,0.53,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.18,0.44,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.36,0.71,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.38,0.55,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.34,0.69,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.17,0.68,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.75,0.91,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.54,0.68,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.57,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.53,0.63,0.25
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.51,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.58,0.51,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.65,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.2,0.4,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.51,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.42,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.39,0.67,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.31,0.61,0.25
