linker,family,smiles,MW,logP,TPSA,n_rings,temperature,time_h,concentration_M,solvent_DMF,expected_yield,yield,purity,reproducibility
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.25,1,0.6261010859843361,0.6419641422402769,0.6660816435127037,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.25,1,0.6407663910593409,0.6216396603535062,0.7181209305154911,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.25,1,0.6429101357151109,0.6130702668226929,0.5865809195200149,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.25,1,0.6429101357151109,0.0,0.5050432858862735,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.25,1,0.6065044620341296,0.5656406589535798,0.4850548577424292,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.25,1,0.42035544606362607,0.0,0.6589267360837464,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.3,0,0.39344314453745244,0.3548775543995155,0.3484656282340433,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.3,0,0.5809058554006364,0.5768570562515807,0.6421623360777099,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.3,0,0.6021212673675458,0.5815066518910612,0.6479584691282346,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.3,0,0.5640844436086359,0.5720279469942934,0.6749239272006041,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.3,0,0.4144487702112316,0.4327391601587788,0.5337428271650514,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.3,0,0.37577221378866843,0.26304054965206786,0.6247231084337597,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.3,0,0.38363338223699933,0.42853948263163544,0.5309348575342422,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.3,0,0.38363338223699933,0.48363338223699937,0.604802241155679,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.3,0,0.3142918609190604,0.3361919893642106,0.3781525339141098,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.3,0,0.5899850957515955,0.5782950213247942,0.7772988687460971,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.3,1,0.5934431445374524,0.6156133274225478,0.3990758845120258,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.3,1,0.4649730970299608,0.4147990981886778,0.6210570807318724,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.3,1,0.39252126736754583,0.36365444289935733,0.5730624400409962,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.3,1,0.6928844436086359,0.7094457410704789,0.5298693524311802,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.3,1,0.5899069087136637,0.41293483609956455,0.5503497960415592,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.3,1,0.6003140752862364,0.5888330482691724,0.6632493320270322,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.3,1,0.6812333822369994,0.7512675709338398,0.3465504561229646,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.3,1,0.6812333822369994,0.47686336756589953,0.5746853338068548,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.3,1,0.6238918609190603,0.7238918609190603,0.2529840183984132,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.3,1,0.3923850957515956,0.2746695670261169,0.6571994525262915,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.35,0,0.3146583972020096,0.4146583972020096,0.3751053234780132,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.35,0,0.5336747907293573,0.5401195513701487,0.5494119697651624,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.35,0,0.5900437064821334,0.5771268983215296,0.5870470875479077,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.35,0,0.5278902663379633,0.45917573089578606,0.6049792791387955,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.35,0,0.3312870924682642,0.2961710375435138,0.42785417351746996,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.35,0,0.30136439686075017,0.4013643968607502,0.5773647738204895,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.35,0,0.353826412719975,0.35791515653625006,0.5059519598262693,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.35,0,0.353826412719975,0.45382641271997504,0.6025216333418502,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.35,0,0.29690446203412957,0.2945730416414703,0.28126203877843026,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.35,0,0.5773935961051018,0.0,0.6666082906329294,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.35,1,0.5146583972020096,0.5052183750006964,0.39305667289875695,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.35,1,0.4177420323586816,0.0,0.5176294583917458,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.35,1,0.3804437064821334,0.4804437064821334,0.5746437710977821,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.35,1,0.6524321278355313,0.6224947967052772,0.6612252809831763,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.35,1,0.5154990917857455,0.5132297266432242,0.5270023148004159,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.35,1,0.5171523975432689,0.6171523975432689,0.7121899215945638,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.35,1,0.6429101357151109,0.7008464345367834,0.27040415337670765,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.35,1,0.6429101357151109,0.0,0.5686519328341362,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.35,1,0.6065044620341296,0.6067200671534594,0.36425470358542006,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.35,1,0.37979359610510177,0.40208590732256616,0.6318286194452385,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.4,0,0.25300946182039147,0.26305873897671816,0.3553614125563441,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.4,0,0.5124126353584914,0.6124126353584913,0.5320385244611795,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.4,0,0.5866257484012934,0.41063802388090537,0.5647114349049146,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.4,0,0.45348244941004506,0.479100239831967,0.6060390239733864,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.4,0,0.2662132162321117,0.36621321623211167,0.42464393102219083,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.4,0,0.2431404023336664,0.0,0.5942139892271371,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.4,0,0.29254938701463046,0.3925493870146305,0.45885747993031023,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.4,0,0.29254938701463046,0.2047845709102413,0.5466061715484751,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.4,0,0.2611595303726786,0.20139379534462423,0.30046856259500443,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.4,0,0.5738301929995453,0.6186577194267655,0.6776937359526164,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.4,1,0.4530094618203915,0.48333461415997775,0.40777293768390943,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.4,1,0.3964798769878157,0.3446175992150952,0.5214983343866204,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.4,1,0.3770257484012935,0.0,0.45741259943492885,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.4,1,0.5692704500925637,0.5639162323237157,0.6397715517825373,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.4,1,0.45727509725866167,0.4843739421683247,0.5182308904181763,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.4,1,0.4520785213071164,0.4744484710556786,0.6879798753311335,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.4,1,0.5641253883796679,0.0,0.4026288011037851,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.4,1,0.5641253883796679,0.0,0.5730980719889217,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.4,1,0.5707595303726786,0.5788886657343562,0.4073134554064326,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.4,1,0.3762301929995453,0.0,0.5659394617126667,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.45,0,0.22525676872199685,0.25449234917278785,0.2754875271226652,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.45,0,0.5063954306881593,0.47411964137057155,0.4344413326861215,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.45,0,0.5859967143943849,0.0,0.5257061830469912,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.45,0,0.3952584548829614,0.45197003932676105,0.5456613828708015,0.25
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.45,0,0.23691870685047295,0.23595543393135937,0.39589603660038564,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.45,0,0.21692952551851594,0.21476780537139872,0.5997952225056682,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.45,0,0.24460021505114973,0.23681374190479373,0.44629340604218226,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.45,0,0.24460021505114973,0.23779182092756926,0.6193725955301185,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.45,0,0.23318918006064815,0.20798820186445038,0.3286550409433504,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.45,0,0.5731743915880874,0.6731743915880873,0.6803487026774516,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.45,1,0.42525676872199686,0.40539271577048436,0.3133980740435378,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.45,1,0.3904626723174836,0.0,0.4453538774645292,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.45,1,0.3763967143943849,0.35053160678713285,0.5231610324836161,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.45,1,0.5041965738564114,0.5094022507004176,0.5417866396792064,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.45,1,0.4310642204435112,0.41536269277794813,0.44952832100599255,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.45,1,0.4227840119254777,0.39754631438123644,0.6332794664640388,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.45,1,0.5024764529980499,0.47689915568692104,0.484727458283239,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.45,1,0.5024764529980499,0.5191294708788872,0.599006415869759,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.45,1,0.5427891800606481,0.5015102969864624,0.3639005991659473,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.45,1,0.37557439158808736,0.0,0.556359656164909,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.5,0,0.21740273738730104,0.21894906739506811,0.29955831849908515,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.5,0,0.5052880366608932,0.5319027583252192,0.4553706922733864,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.5,0,0.5859201930617896,0.5973680709557602,0.5509963169357313,1.0
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.5,0,0.36904757806781097,0.46904757806781094,0.5721862686683653,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.5,0,0.22862834044162736,0.23843546248238315,0.4366076839863985,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.5,0,0.20951182925796988,0.20882071619765974,0.5645519637382872,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.5,0,0.22301478708573177,0.15611035096001225,0.48243940193313556,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.5,0,0.22301478708573177,0.18739826278673358,0.5894380057186949,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.5,0,0.22059768041415434,0.2683598953264262,0.33438295631664533,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.5,0,0.5730946140285731,0.6025032544178924,0.660296513553101,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,72,0.5,1,0.41740273738730105,0.40081745864551144,0.38706590378854583,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,72,0.5,1,0.38935527829021754,0.0,0.45430917458874237,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,72,0.5,1,0.37632019306178954,0.3841381792694776,0.49766801001142486,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,72,0.5,1,0.4749020644747727,0.4595977812457795,0.5342480546009373,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,72,0.5,1,0.4236465241829651,0.4126828558591238,0.5438724453884128,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,72,0.5,1,0.4144936455166321,0.39365077232856094,0.6546491812007429,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,72,0.5,1,0.4747237598996553,0.5747237598996553,0.4810642963115562,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,72,0.5,1,0.4747237598996553,0.5747237598996553,0.6186584540904394,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,72,0.5,1,0.5301976804141543,0.6301976804141542,0.34465819239639894,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,72,0.5,1,0.3754946140285731,0.0,0.5228129315679167,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,84,0.05,0,0.18626153854368865,0.2172550979958179,0.5592523278168271,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,84,0.05,0,0.5082990461407002,0.0,0.6911110044293042,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,84,0.05,0,0.6175251327881454,0.0,0.75478127398907,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,84,0.05,0,0.3393913603477866,0.3578497653699912,0.7989927561556094,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,84,0.05,0,0.19792347667216476,0.1899594366377323,0.6687147172913899,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,84,0.05,0,0.17793429534020774,0.16010398090845748,0.6110838279731114,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,84,0.05,0,0.16985617206170944,0.2698561720617094,0.6758715694481928,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,84,0.05,0,0.16985617206170944,0.1570899419601448,0.5751132553414096,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,84,0.05,0,0.19106264938012185,0.0,0.5688727477234475,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,84,0.05,0,0.6075042452940888,0.6015239700720209,0.7666514985308617,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,84,0.05,1,0.38626153854368867,0.3927875139480773,0.5929206647081472,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,84,0.05,1,0.39690273373000795,0.3891122819033356,0.692128096367076,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,84,0.05,1,0.40792513278814535,0.5079251327881453,0.7283557892335949,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,84,0.05,1,0.44437317660644876,0.5185148582388341,0.7672664896445001,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,84,0.05,1,0.39206899026520303,0.3601379743566202,0.7567874893001504,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,84,0.05,1,0.3837887817471695,0.4210377251546669,0.6092592709375086,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,84,0.05,1,0.4198198045790339,0.5198198045790339,0.6875960091323521,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,84,0.05,1,0.4198198045790339,0.4101383183322402,0.6246033199301413,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,84,0.05,1,0.5006626493801218,0.35046385456608525,0.5938774101285953,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,84,0.05,1,0.4099042452940889,0.3524113352747348,0.690893988674082,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,84,0.1,0,0.21401423164208327,0.2520231973958139,0.46980675261855837,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,84,0.1,0,0.5555301108119793,0.6555301108119793,0.7203996975366197,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,84,0.1,0,0.6518110876470881,0.6197187836781571,0.729867572059561,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,84,0.1,0,0.34680905660833267,0.0,0.7037369258765778,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,84,0.1,0,0.22721798605380353,0.32721798605380353,0.6229311490433803,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,84,0.1,0,0.2041451721553582,0.19437833435328095,0.571629897492776,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,84,0.1,0,0.17596486309980622,0.1519381459784095,0.5840347479581206,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,84,0.1,0,0.17596486309980622,0.0,0.5080083179987689,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,84,0.1,0,0.1946260524856783,0.22082052695265153,0.46591310429156,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,84,0.1,0,0.6432491769555397,0.6185210590587842,0.7803084502815865,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,84,0.1,1,0.41401423164208334,0.2898099621494583,0.48831789383898155,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,84,0.1,1,0.4441337984012871,0.462962314417284,0.7066737645679465,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,84,0.1,1,0.44221108764708805,0.4901641276951429,0.7194870950714549,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,70,84,0.1,1,0.4526635430152944,0.46523895726850273,0.7975666068552397,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,70,84,0.1,1,0.4182798670803535,0.44784934721748704,0.6874419614736198,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,70,84,0.1,1,0.41308329112880826,0.5130832911288082,0.629905306990803,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,70,84,0.1,1,0.42767383591372976,0.4469485389422911,0.6307040342717606,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,70,84,0.1,1,0.42767383591372976,0.5276738359137297,0.5385171433983534,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,70,84,0.1,1,0.5042260524856783,0.0,0.5381606590992282,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,70,84,0.1,1,0.44564917695553985,0.48731885593668395,0.7391716322699712,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,70,84,0.15,0,0.27566316702370136,0.3756631670237014,0.46036609229708825,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,70,84,0.15,0,0.6158894255913261,0.0,0.584456341832767,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,70,84,0.15,0,0.6684887967816137,0.684149700058776,0.7164782173532906,0.75
